PROTOCOL_NAME,term,estimate,std.error,statistic,p.value
tox21-ppard-bla-antagonist-p1,FractionCSP3,-0.33618955240296444,0.11612736828976562,-2.8950070715810154,0.003791499910979621
tox21-pparg-bla-antagonist-p1,FractionCSP3,-0.5475633012113491,0.13010676980096544,-4.208568870390063,2.5699320225698245e-5
tox21-pr-bla-agonist-p1,FractionCSP3,-0.13900238958404162,0.11734327866009024,-1.1845790502129363,0.23618392422968132
tox21-pr-bla-antagonist-p1,FractionCSP3,-0.2995289091544735,0.11109930876470357,-2.6960465594690928,0.007016785815962984
tox21-rar-antagonist-p2,FractionCSP3,-0.5791298183667883,0.14890811419203528,-3.889175694078896,1.0058528227410291e-4
tox21-ror-cho-antagonist-p1,FractionCSP3,-0.5924498301957578,0.125263220760408,-4.729639127904443,2.2491927616770075e-6
tox21-rxr-bla-agonist-p1,FractionCSP3,-0.18659246039862512,0.09912740455657426,-1.882349903473288,0.0597885229990609
tox21-sbe-bla-agonist-p1,FractionCSP3,0.05649574296858238,0.17130065088283195,0.3298046018939236,0.741547609951307
tox21-sbe-bla-antagonist-p1,FractionCSP3,0.08012243802500411,0.1723060058447166,0.46500084330903146,0.6419308526816789
tox21-shh-3t3-gli3-agonist-p1,FractionCSP3,-1.0087580467517296,0.10612836219261998,-9.505075042248011,1.9990382811260488e-21
tox21-shh-3t3-gli3-antagonist-p1,FractionCSP3,-1.2252648011207907,0.1083239832970074,-11.311112865572035,1.1561373682075323e-29
tox21-vdr-bla-agonist-p1,FractionCSP3,-0.3411839065094577,0.1065132101545132,-3.2032074332800584,0.0013590605115044406
tox21-vdr-bla-antagonist-p1,FractionCSP3,-0.25047993129130924,0.11949612759875451,-2.09613429593613,0.03607027942771625
tox21-dt40-p1_653,FractionCSP3,-0.6813537399682597,0.07101152943519806,-9.594973455543336,8.393870452372936e-22
tox21-dt40-p1_100,FractionCSP3,-0.7145589499084426,0.06894667415215046,-10.363936458074322,3.617603242950298e-25
tox21-dt40-p1_657,FractionCSP3,-0.6012128105427655,0.07031205661832113,-8.550636113609402,1.224119802604885e-17
tox21-rt-viability-hepg2-p1,FractionCSP3,0.01121584705919666,0.14001915700895834,0.0801022324286603,0.9361559472339944
tox21-rt-viability-hek293-p1,FractionCSP3,-0.5755850460270092,0.08750982110142357,-6.577376559368213,4.788210712152946e-11
