PROTOCOL_NAME,term,estimate,std.error,statistic,p.value
tox21-nfkb-bla-agonist-p1,FractionCSP3,-0.984244881130941,0.3573708043347531,-2.7541278391868524,0.00588487764721792
tox21-p53-bla-p1,FractionCSP3,-1.9270505450614672,0.2726376462882099,-7.068174814802902,1.569847117963587e-12
tox21-pgc-err-p1,FractionCSP3,-1.0666647605686632,0.22260710592793456,-4.7916923232180135,1.653803842658848e-6
tox21-ppard-bla-agonist-p1,FractionCSP3,-0.7014997085455222,0.2433015617525551,-2.883251975418753,0.0039359246287983445
tox21-ppard-bla-antagonist-p1,FractionCSP3,-0.7578660803916966,0.26925232165795954,-2.8147058332683192,0.00488219012071481
tox21-pparg-bla-antagonist-p1,FractionCSP3,-1.7009132217453522,0.30456921205704063,-5.584652533516094,2.3416791573261804e-8
tox21-pr-bla-agonist-p1,FractionCSP3,-0.5864565323123677,0.27308552515687723,-2.147519653322785,0.0317519342704968
tox21-pr-bla-antagonist-p1,FractionCSP3,-0.4846358218221905,0.24842039002982946,-1.9508697404588935,0.05107254305927865
tox21-rar-antagonist-p2,FractionCSP3,-1.2992137210156538,0.34042693001476626,-3.8164246317390327,1.3539940815603888e-4
tox21-ror-cho-antagonist-p1,FractionCSP3,-0.8946911553478969,0.27187455152537626,-3.2908234710757327,9.989457893325527e-4
tox21-rxr-bla-agonist-p1,FractionCSP3,-0.6143652165438149,0.23582123638659414,-2.60521582346661,0.009181640373343193
tox21-sbe-bla-agonist-p1,FractionCSP3,-1.5245572807743708,0.3987669704802238,-3.8231784315997626,1.317423714555672e-4
tox21-sbe-bla-antagonist-p1,FractionCSP3,-1.6925597464459776,0.39732375716276946,-4.259900687873028,2.0451775535618097e-5
tox21-shh-3t3-gli3-agonist-p1,FractionCSP3,-0.679064632130686,0.2230844670806061,-3.0439798925369494,0.0023347074452373926
tox21-shh-3t3-gli3-antagonist-p1,FractionCSP3,-0.9942887172538694,0.22227945721863365,-4.473147135121393,7.707670242290912e-6
tox21-vdr-bla-agonist-p1,FractionCSP3,-0.9720411048304057,0.24321072545209485,-3.9967032828158247,6.42307265723831e-5
tox21-vdr-bla-antagonist-p1,FractionCSP3,-1.2970772773917918,0.2884940907505573,-4.496027194239112,6.923488538401739e-6
tox21-dt40-p1_653,FractionCSP3,-0.47159008927205953,0.14890393690954756,-3.167076029417068,0.001539800553552384
tox21-dt40-p1_100,FractionCSP3,-0.7059681532575621,0.1450961850796428,-4.865518365421245,1.1415720938419161e-6
tox21-dt40-p1_657,FractionCSP3,-0.48777336584354963,0.14670192776708169,-3.3249281264932407,8.844133122399552e-4
tox21-rt-viability-hepg2-p1,FractionCSP3,0.13526925430738668,0.3142789732125165,0.43041140463417876,0.6668964007471369
tox21-rt-viability-hek293-p1,FractionCSP3,-0.21120980672252865,0.20315777246070185,-1.0396343893925317,0.29850979345376144
